3,5,Send my location to my husband
3,7,Book a table for friday 8pm for 2 people at Katz's Delicatessen
3,7,Need a table for 6
3,1,Order a cab at Shake Shack to go to the Empire State Building
3,7,Book a restaurant for 6 near my morning meeting tomorrow at 1pm
3,9,Send my time of arrival to Nina
3,6,Is the road to work congested?
3,7,Book a table for four people at Tapestry for 9pm tonight
3,4,What are the opening hours of Please Don't Tell?
3,0,Is Three Dots and a Dash cheaper than Lost Lake?
3,4,Is there valet parking at Kang Ho Dong Baekjeong?
3,6,How's the road on the 11th avenue?
3,3,Find me a good expensive japanese restaurant near work
3,8,Show me directions to Jersey City avoiding the highway
3,1,Order a taxi for tomorrow 8am
3,7,Book a table for four people at Mondrian Soho for 8pm
3,8,Directions to JFK airport at 7am
3,9,Share my ETA with the guy who just called me
3,2,Can I go hiking this afternoon?
3,4,How far is the NoMad Bar?
3,8,Show me walking directions to MOMA
3,3,Find me a restaurant similar to the one I went to yesterday evening
3,1,Order a taxi
3,2,What will the weather be like from Home to Jo's place?
3,7,Book a table at Chops Lobster Bar for 5 people at 7:30pm
3,5,Share my location with Jo until 8pm
3,4,Does the View has reserved parking?
3,0,What's the cheapest place between Galli and The Smile?
3,7,Book a table at an American restaurant for Thanksgiving
3,7,Book a table at the nearest sushi restaurant for 2 for 1pm
3,8,How do I go back home?
3,7,Book me a table for 2 people at the sushi place next to the show tomorrow night
3,1,I need an Uber right now
3,4,Are there good tips to know when going to the Modern?
3,3,Find a store near Sia's place where I can buy champagne
3,9,Share my time of arrival with my Airbnb host
3,7,Book a table for me and my girlfriend in a romantic restaurant for Valentine's day
3,7,Book a table for 3 people at a restaurant that serve tapas and wine for tonight
3,4,How crowded is Per Se right now?
3,3,What's the closest pizza restaurant around here?
3,9,Share my ETA
3,7,Find me an outdoor table at Five leaves for 3
3,0,Is my hotel in NYC for this week better than the hotel I stayed in when I was in Chicago?
3,2,Whats the weather like in Bordeaux?
3,7,Book a table at an italian restaurant nearby for dinner with 5 people
3,6,How's the traffic from here to Central Park?
3,5,Send my current location to my father
3,2,What will the weather be like in London next week?
3,6,Should I expect any traffic to go meet my friends tonight?
3,2,What's the weather like from New York to Boston?
3,3,Show me the best museums to visit near my London Airbnb
3,1,Find a taxi
3,6,Is there traffic jam from here to Brooklyn bridge?
3,8,Quickest directions to go pick up my son at soccer practice
3,3,Find me the cheapest seafood restaurant near the Golden Bridge
3,7,Book a table at Galli for 6 people tonight
3,3,Find the best restaurants near my airbnb that serve brunch all day
3,4,How much is it to go to the top of Empire State Building?
3,9,Share my arrival time with Juan Carlos
3,4,Show me the Butcher's Daughter's menu
3,7,Book a table for two people at a restaurant near work
3,4,Is there a wifi at The Smile?
3,8,Show me the fastest itinerary to go to Williamsburg
3,2,Should I have an umbrella with me tomorrow?
3,5,Share my location with Robert for the next 10 min
3,2,I need the weather at Jo's place around 8 pm
3,1,Order a cab at my mother's place to go to the LA stadium
3,2,Can I walk to my next meeting?
3,0,Is Soho Grand better than Paramount?
3,9,Share my estimated time of arrival with my mother
3,8,Give me transit directions from Grand Central to Brooklyn bridge
3,8,Get me directions to Las Vegas avoiding toll roads
3,5,Always share my location with Lori
3,7,Book a table for Sophie and me at the Red Lobster tonight
3,0,"Which restaurant is the cheapest, Shake Shack or Five Guys ?"
3,8,Directions to Joe's pub
3,7,Make a reservation for 3 at the finest restaurant in the area where I was yesterday afternoon
3,9,Share my ETA with Jo
3,6,Are there any accidents from home to work?
3,8,Show me the way to Rand's birthday party by car
3,7,We are a party of 4 people and we want to book a table at Seven Hills for sunset
3,4,Give me the address of the biggest Wallmart in Boston area
3,8,Bicycling directions to Millenium park
3,7,Get me a table at a restaurant nearby that is not too crowded for tomorrow evening
3,2,Should I take an umbrella to walk to my dinner?
3,7,Get me a spot at Ippudo for lunch
3,2,What will the weather be like when I land in Paris?
3,5,Share my location to mum until I get to school
3,4,Does the Butcher's Daughter serve vegetarian food only?
3,2,Is the weather good for a walk today?
3,4,How expensive is the best French restaurant near work?
3,4,Is there wifi at the coffee place where I'm meeting with John?
3,5,Send my current location to the friends I'm meeting with
3,7,I need a reservation for five people at Galli for friday night
3,4,Is there a parking at my hotel?
3,2,What will the weather be like at Jo's place this afternoon?
3,6,Any accidents from my Airbnb to Golden Gate Bridge?
3,8,Directions to La Guardia airport using Waze
3,6,Is there any traffic on US 20?
3,8,Directions to my beach house avoiding tolls
3,1,Get a Lyft car at Scott's place
3,8,Show me directions to my next meeting avoiding traffic
3,2,How windy will it be tomorrow?
3,9,Share with Franz my ETA
3,2,Is it raining right now?
3,1,Get an Uber to go to my dinner tonight
3,7,Book a table for 3 people at the restaurant I went to last week
3,4,How crowded is the bar near my place?
3,8,Cycling directions to Chelsea Market
3,1,Book a cab
3,9,Send a message to Michael with my ETA
3,3,What are the fanciest clubs in New York?
3,4,How far is Frying Pan from the Highline Ballroom?
3,5,Share my current location with Jim
3,4,What's the phone number of my hotel in Chicago next month?
3,4,Does Cafe Gitane have wifi?
3,1,Get a taxi to the nearest japanese restaurant
3,4,Show me photos of the bar I'm going to for Rand's birthday
3,9,Send my ETA to the guests of my apartment
3,3,Where can I eat the best burger in Soho?
3,4,What's the price range for a dinner at Galli?
3,9,Send a message to my boss with my ETA
3,8,I want to go to Boston with the quickest itinerary
3,5,Share my current location
3,3,I want to eat some fried chicken. Any suggestions?
3,6,Is there traffic jam on 6th avenue?
3,7,Book for 4 people at Per Se for Tuesday evening
3,2,What's the weather like near my upcoming event?
3,7,Get me a table at Din Tai Fung for the 4th of December at 12:30
3,2,I want the weather in Paris
3,9,Share my ETA with Mary Jane
3,4,Who is playing tonight at the Madison Square Garden?
3,4,Is Pates Et Traditions cash only?
3,7,Book a table at Saddle Peak Lodge for my diner with friends tonight
3,1,I need a taxi to catch my flight tomorrow morning
3,2,Show me the forecast for my upcoming weekend
3,1,I need a taxi for 6 to go to Audrey and Sam's wedding
3,7,I want a reservation to get drinks after class tomorrow for 10
3,4,I want to see photos of the place we're going to tonight
3,4,Can I pay by credit card at Boom Boom Room?
3,8,Show me the directions from the LA County Museum to Santa Monica
3,9,Send a message to John to tell him when I get there
3,0,Is Vertigo Sky Lounge more expensive than the bar I usually go to in New York?
3,7,I want to find a reservation at an old red sauce joint at 6
3,6,Is there traffic on 8th avenue and west 14th street?
3,1,Book a taxi to go to Sebastian's
3,2,Show me the weather forecast for my upcoming trip to Los Angeles
3,9,Share my ETA with my data scientist
3,2,What will the weather be like tomorrow morning?
3,7,Get me a place near chelsea with good brunch cocktails tomorrow at 10
3,7,Book a restaurant for brunch next Sunday
3,7,Table for a group of 12 near west village tomorrow? go!
3,3,Find me a romantic restaurant that serves good expensive wine near my girlfriend's work
3,3,Find me a 3 stars restaurant in Los Angeles
3,8,Show me directions to my yoga retreat avoiding the highway
3,7,I want reservations to grab brunch for 5 in hells kitchen tomorrow
3,2,Should I take a rain coat today?
3,0,What's the best between Le Bain and Marquee?
3,1,Book an Uber to my next meeting
3,4,Can I park at Gershwin Theatre?
3,3,Where is the nearest Starbucks?
3,6,How's traffic to go to my hotel?
3,3,Find me a coffee place similar to Starbucks that has gluten free food
